INSERT INTO `PeopleCounts` (`id`, `time`, `entering`) VALUES
(NULL, '2017-11-26 20:37:32', 'true'),
(NULL, '2017-11-26 08:55:32', 'true'),
(NULL, '2017-11-26 13:35:32', 'true'),
(NULL, '2017-11-26 10:54:32', 'true'),
(NULL, '2017-11-26 20:32:32', 'true'),
(NULL, '2017-11-26 14:36:32', 'true'),
(NULL, '2017-11-26 12:21:32', 'true'),
(NULL, '2017-11-26 09:52:32', 'true'),
(NULL, '2017-11-26 19:24:32', 'true'),
(NULL, '2017-11-26 08:53:32', 'true'),
(NULL, '2017-11-26 12:52:32', 'true'),
(NULL, '2017-11-26 09:32:32', 'true'),
(NULL, '2017-11-26 10:33:32', 'true'),
(NULL, '2017-11-26 17:34:32', 'true'),
(NULL, '2017-11-26 19:22:32', 'true'),
(NULL, '2017-11-26 14:10:32', 'true'),
(NULL, '2017-11-26 14:58:32', 'true'),
(NULL, '2017-11-26 08:21:32', 'true'),
(NULL, '2017-11-26 11:34:32', 'true'),
(NULL, '2017-11-26 19:28:32', 'true'),
(NULL, '2017-11-26 17:54:32', 'true'),
(NULL, '2017-11-26 17:36:32', 'true'),
(NULL, '2017-11-26 18:20:32', 'true'),
(NULL, '2017-11-27 14:00:32', 'false'),
(NULL, '2017-11-27 18:23:32', 'false'),
(NULL, '2017-11-27 08:11:32', 'false'),
(NULL, '2017-11-27 17:04:32', 'false'),
(NULL, '2017-11-27 09:20:32', 'false'),
(NULL, '2017-11-27 18:32:32', 'false'),
(NULL, '2017-11-27 16:52:32', 'false'),
(NULL, '2017-11-27 09:47:32', 'false'),
(NULL, '2017-11-27 20:05:32', 'false'),
(NULL, '2017-11-27 13:32:32', 'false'),
(NULL, '2017-11-27 13:01:32', 'false'),
(NULL, '2017-11-27 14:11:32', 'false'),
(NULL, '2017-11-27 15:56:32', 'false'),
(NULL, '2017-11-27 08:17:32', 'false'),
(NULL, '2017-11-27 20:04:32', 'false'),
(NULL, '2017-11-27 19:24:32', 'false'),
(NULL, '2017-11-27 10:26:32', 'false'),
(NULL, '2017-11-27 13:54:32', 'false'),
(NULL, '2017-11-27 16:43:32', 'false'),
(NULL, '2017-11-27 13:27:32', 'false'),
(NULL, '2017-11-27 18:05:32', 'false'),
(NULL, '2017-11-27 09:57:32', 'false'),
(NULL, '2017-11-27 14:53:32', 'false'),
(NULL, '2017-11-27 16:11:32', 'false'),
(NULL, '2017-11-27 12:31:32', 'false'),
(NULL, '2017-11-27 16:10:32', 'false'),
(NULL, '2017-11-27 19:28:32', 'true'),
(NULL, '2017-11-27 12:07:32', 'true'),
(NULL, '2017-11-27 18:32:32', 'true'),
(NULL, '2017-11-27 11:52:32', 'true'),
(NULL, '2017-11-27 17:59:32', 'true'),
(NULL, '2017-11-27 10:42:32', 'true'),
(NULL, '2017-11-27 12:17:32', 'true'),
(NULL, '2017-11-27 17:26:32', 'true'),
(NULL, '2017-11-27 14:15:32', 'true'),
(NULL, '2017-11-27 15:55:32', 'true'),
(NULL, '2017-11-27 12:15:32', 'true'),
(NULL, '2017-11-27 18:46:32', 'true'),
(NULL, '2017-11-27 08:09:32', 'true'),
(NULL, '2017-11-27 15:08:32', 'true'),
(NULL, '2017-11-27 18:00:32', 'true'),
(NULL, '2017-11-27 16:00:32', 'true'),
(NULL, '2017-11-27 15:44:32', 'true'),
(NULL, '2017-11-27 18:40:32', 'true'),
(NULL, '2017-11-27 11:56:32', 'true'),
(NULL, '2017-11-27 14:22:32', 'true'),
(NULL, '2017-11-27 17:57:32', 'true'),
(NULL, '2017-11-27 14:45:32', 'true'),
(NULL, '2017-11-27 17:35:32', 'true'),
(NULL, '2017-11-27 11:26:32', 'true'),
(NULL, '2017-11-27 08:50:32', 'true'),
(NULL, '2017-11-27 11:22:32', 'true'),
(NULL, '2017-11-28 16:21:32', 'false'),
(NULL, '2017-11-28 18:36:32', 'false'),
(NULL, '2017-11-28 14:17:32', 'false'),
(NULL, '2017-11-28 10:23:32', 'false'),
(NULL, '2017-11-28 16:48:32', 'false'),
(NULL, '2017-11-28 13:47:32', 'false'),
(NULL, '2017-11-28 14:18:32', 'false'),
(NULL, '2017-11-28 08:15:32', 'false'),
(NULL, '2017-11-28 12:57:32', 'false'),
(NULL, '2017-11-28 17:29:32', 'false'),
(NULL, '2017-11-28 15:04:32', 'false'),
(NULL, '2017-11-28 17:09:32', 'false'),
(NULL, '2017-11-28 10:41:32', 'false'),
(NULL, '2017-11-28 09:21:32', 'false'),
(NULL, '2017-11-28 17:16:32', 'false'),
(NULL, '2017-11-28 17:14:32', 'false'),
(NULL, '2017-11-28 17:07:32', 'false'),
(NULL, '2017-11-28 12:06:32', 'false'),
(NULL, '2017-11-28 17:03:32', 'false'),
(NULL, '2017-11-28 13:03:32', 'false'),
(NULL, '2017-11-28 17:01:32', 'false'),
(NULL, '2017-11-28 16:17:32', 'false'),
(NULL, '2017-11-28 12:49:32', 'false'),
(NULL, '2017-11-28 14:33:32', 'false'),
(NULL, '2017-11-28 08:14:32', 'false'),
(NULL, '2017-11-28 20:30:32', 'false'),
(NULL, '2017-11-28 20:11:32', 'false'),
(NULL, '2017-11-28 14:20:32', 'false'),
(NULL, '2017-11-28 08:26:32', 'false'),
(NULL, '2017-11-28 11:05:32', 'false'),
(NULL, '2017-11-28 18:13:32', 'true'),
(NULL, '2017-11-28 11:58:32', 'true'),
(NULL, '2017-11-28 17:51:32', 'true'),
(NULL, '2017-11-28 15:02:32', 'true'),
(NULL, '2017-11-28 11:17:32', 'true'),
(NULL, '2017-11-28 10:23:32', 'true'),
(NULL, '2017-11-28 11:56:32', 'true'),
(NULL, '2017-11-28 08:49:32', 'true'),
(NULL, '2017-11-28 18:17:32', 'true'),
(NULL, '2017-11-28 11:18:32', 'true'),
(NULL, '2017-11-28 12:55:32', 'true'),
(NULL, '2017-11-28 19:53:32', 'true'),
(NULL, '2017-11-28 20:58:32', 'true'),
(NULL, '2017-11-28 17:30:32', 'true'),
(NULL, '2017-11-28 12:25:32', 'true'),
(NULL, '2017-11-28 09:37:32', 'true'),
(NULL, '2017-11-28 12:16:32', 'true'),
(NULL, '2017-11-28 17:22:32', 'true'),
(NULL, '2017-11-28 09:06:32', 'true'),
(NULL, '2017-11-28 15:39:32', 'true'),
(NULL, '2017-11-28 19:59:32', 'true'),
(NULL, '2017-11-28 20:11:32', 'true'),
(NULL, '2017-11-28 08:31:32', 'true'),
(NULL, '2017-11-28 12:32:32', 'true'),
(NULL, '2017-11-28 08:38:32', 'true'),
(NULL, '2017-11-28 17:25:32', 'true'),
(NULL, '2017-11-28 17:56:32', 'true'),
(NULL, '2017-11-28 19:56:32', 'true'),
(NULL, '2017-11-28 09:09:32', 'true'),
(NULL, '2017-11-28 10:07:32', 'true'),
(NULL, '2017-11-29 19:05:32', 'false'),
(NULL, '2017-11-29 13:53:32', 'false'),
(NULL, '2017-11-29 09:56:32', 'false'),
(NULL, '2017-11-29 14:02:32', 'false'),
(NULL, '2017-11-29 20:54:32', 'false'),
(NULL, '2017-11-29 11:14:32', 'false'),
(NULL, '2017-11-29 14:47:32', 'false'),
(NULL, '2017-11-29 09:32:32', 'false'),
(NULL, '2017-11-29 10:33:32', 'false'),
(NULL, '2017-11-29 14:50:32', 'false'),
(NULL, '2017-11-29 17:39:32', 'false'),
(NULL, '2017-11-29 08:12:32', 'false'),
(NULL, '2017-11-29 19:55:32', 'false'),
(NULL, '2017-11-29 19:17:32', 'false'),
(NULL, '2017-11-29 16:01:32', 'false'),
(NULL, '2017-11-29 12:29:32', 'false'),
(NULL, '2017-11-29 13:06:32', 'false'),
(NULL, '2017-11-29 14:37:32', 'false'),
(NULL, '2017-11-29 13:02:32', 'false'),
(NULL, '2017-11-29 19:38:32', 'false'),
(NULL, '2017-11-29 17:23:32', 'false'),
(NULL, '2017-11-29 08:50:32', 'false'),
(NULL, '2017-11-29 08:18:32', 'true'),
(NULL, '2017-11-29 14:13:32', 'true'),
(NULL, '2017-11-29 18:19:32', 'true'),
(NULL, '2017-11-29 17:14:32', 'true'),
(NULL, '2017-11-29 14:24:32', 'true'),
(NULL, '2017-11-29 13:55:32', 'true'),
(NULL, '2017-11-29 19:59:32', 'true'),
(NULL, '2017-11-29 14:42:32', 'true'),
(NULL, '2017-11-29 20:55:32', 'true'),
(NULL, '2017-11-29 08:25:32', 'true'),
(NULL, '2017-11-29 12:02:32', 'true'),
(NULL, '2017-11-29 13:00:32', 'true'),
(NULL, '2017-11-29 08:31:32', 'true'),
(NULL, '2017-11-29 20:04:32', 'true'),
(NULL, '2017-11-29 19:12:32', 'true'),
(NULL, '2017-11-29 16:21:32', 'true'),
(NULL, '2017-11-29 20:06:32', 'true'),
(NULL, '2017-11-29 09:53:32', 'true'),
(NULL, '2017-11-29 09:11:32', 'true'),
(NULL, '2017-11-29 08:39:32', 'true'),
(NULL, '2017-11-29 19:11:32', 'true'),
(NULL, '2017-11-29 10:14:32', 'true'),
(NULL, '2017-11-30 14:26:32', 'false'),
(NULL, '2017-11-30 15:12:32', 'false'),
(NULL, '2017-11-30 11:03:32', 'false'),
(NULL, '2017-11-30 12:50:32', 'false'),
(NULL, '2017-11-30 13:13:32', 'false'),
(NULL, '2017-11-30 11:21:32', 'false'),
(NULL, '2017-11-30 09:00:32', 'false'),
(NULL, '2017-11-30 11:16:32', 'false'),
(NULL, '2017-11-30 15:39:32', 'false'),
(NULL, '2017-11-30 19:26:32', 'false'),
(NULL, '2017-11-30 16:01:32', 'false'),
(NULL, '2017-11-30 08:52:32', 'false'),
(NULL, '2017-11-30 09:52:32', 'false'),
(NULL, '2017-11-30 08:38:32', 'false'),
(NULL, '2017-11-30 12:42:32', 'false'),
(NULL, '2017-11-30 10:20:32', 'false'),
(NULL, '2017-11-30 15:20:32', 'false'),
(NULL, '2017-11-30 10:48:32', 'false'),
(NULL, '2017-11-30 17:18:32', 'false'),
(NULL, '2017-11-30 16:44:32', 'false'),
(NULL, '2017-11-30 18:44:32', 'false'),
(NULL, '2017-11-30 19:12:32', 'false'),
(NULL, '2017-11-30 09:54:32', 'true'),
(NULL, '2017-11-30 16:41:32', 'true'),
(NULL, '2017-11-30 08:49:32', 'true'),
(NULL, '2017-11-30 10:33:32', 'true'),
(NULL, '2017-11-30 12:47:32', 'true'),
(NULL, '2017-11-30 16:17:32', 'true'),
(NULL, '2017-11-30 18:31:32', 'true'),
(NULL, '2017-11-30 20:56:32', 'true'),
(NULL, '2017-11-30 15:43:32', 'true'),
(NULL, '2017-11-30 19:24:32', 'true'),
(NULL, '2017-11-30 19:57:32', 'true'),
(NULL, '2017-11-30 15:07:32', 'true'),
(NULL, '2017-11-30 13:53:32', 'true'),
(NULL, '2017-11-30 19:07:32', 'true'),
(NULL, '2017-11-30 15:33:32', 'true'),
(NULL, '2017-11-30 20:09:32', 'true'),
(NULL, '2017-11-30 08:13:32', 'true'),
(NULL, '2017-11-30 13:03:32', 'true'),
(NULL, '2017-11-30 09:02:32', 'true'),
(NULL, '2017-11-30 14:40:32', 'true'),
(NULL, '2017-11-30 11:55:32', 'true'),
(NULL, '2017-11-30 20:52:32', 'true'),
(NULL, '2017-12-01 20:23:32', 'false'),
(NULL, '2017-12-01 19:12:32', 'false'),
(NULL, '2017-12-01 13:00:32', 'false'),
(NULL, '2017-12-01 15:03:32', 'false'),
(NULL, '2017-12-01 17:02:32', 'false'),
(NULL, '2017-12-01 19:03:32', 'false'),
(NULL, '2017-12-01 09:07:32', 'false'),
(NULL, '2017-12-01 20:52:32', 'false'),
(NULL, '2017-12-01 16:00:32', 'false'),
(NULL, '2017-12-01 20:37:32', 'false'),
(NULL, '2017-12-01 19:02:32', 'false'),
(NULL, '2017-12-01 09:15:32', 'false'),
(NULL, '2017-12-01 13:22:32', 'false'),
(NULL, '2017-12-01 11:24:32', 'false'),
(NULL, '2017-12-01 20:51:32', 'false'),
(NULL, '2017-12-01 18:57:32', 'false'),
(NULL, '2017-12-01 19:53:32', 'false'),
(NULL, '2017-12-01 13:10:32', 'false'),
(NULL, '2017-12-01 15:03:32', 'false'),
(NULL, '2017-12-01 12:08:32', 'false'),
(NULL, '2017-12-01 15:59:32', 'false'),
(NULL, '2017-12-01 15:36:32', 'false'),
(NULL, '2017-12-01 14:11:32', 'false'),
(NULL, '2017-12-01 09:19:32', 'false'),
(NULL, '2017-12-01 10:06:32', 'false'),
(NULL, '2017-12-01 17:53:32', 'false'),
(NULL, '2017-12-01 09:05:32', 'true'),
(NULL, '2017-12-01 17:38:32', 'true'),
(NULL, '2017-12-01 08:43:32', 'true'),
(NULL, '2017-12-01 18:14:32', 'true'),
(NULL, '2017-12-01 17:20:32', 'true'),
(NULL, '2017-12-01 08:59:32', 'true'),
(NULL, '2017-12-01 14:26:32', 'true'),
(NULL, '2017-12-01 08:09:32', 'true'),
(NULL, '2017-12-01 20:48:32', 'true'),
(NULL, '2017-12-01 15:16:32', 'true'),
(NULL, '2017-12-01 14:01:32', 'true'),
(NULL, '2017-12-01 09:53:32', 'true'),
(NULL, '2017-12-01 17:34:32', 'true'),
(NULL, '2017-12-01 10:55:32', 'true'),
(NULL, '2017-12-01 11:07:32', 'true'),
(NULL, '2017-12-01 13:17:32', 'true'),
(NULL, '2017-12-01 15:20:32', 'true'),
(NULL, '2017-12-01 14:18:32', 'true'),
(NULL, '2017-12-01 16:00:32', 'true'),
(NULL, '2017-12-01 08:30:32', 'true'),
(NULL, '2017-12-01 10:29:32', 'true'),
(NULL, '2017-12-01 12:48:32', 'true'),
(NULL, '2017-12-01 10:53:32', 'true'),
(NULL, '2017-12-01 12:29:32', 'true'),
(NULL, '2017-12-01 17:43:32', 'true'),
(NULL, '2017-12-01 18:05:32', 'true'),
(NULL, '2017-12-02 17:46:32', 'false'),
(NULL, '2017-12-02 16:56:32', 'false'),
(NULL, '2017-12-02 19:05:32', 'false'),
(NULL, '2017-12-02 15:58:32', 'false'),
(NULL, '2017-12-02 15:02:32', 'false'),
(NULL, '2017-12-02 13:42:32', 'false'),
(NULL, '2017-12-02 11:12:32', 'false'),
(NULL, '2017-12-02 17:36:32', 'false'),
(NULL, '2017-12-02 16:43:32', 'false'),
(NULL, '2017-12-02 10:51:32', 'false'),
(NULL, '2017-12-02 20:30:32', 'false'),
(NULL, '2017-12-02 13:46:32', 'false'),
(NULL, '2017-12-02 08:44:32', 'false'),
(NULL, '2017-12-02 17:00:32', 'false'),
(NULL, '2017-12-02 15:03:32', 'false'),
(NULL, '2017-12-02 16:16:32', 'false'),
(NULL, '2017-12-02 20:43:32', 'false'),
(NULL, '2017-12-02 09:47:32', 'false'),
(NULL, '2017-12-02 12:40:32', 'false'),
(NULL, '2017-12-02 10:00:32', 'false'),
(NULL, '2017-12-02 19:32:32', 'false'),
(NULL, '2017-12-02 20:21:32', 'false'),
(NULL, '2017-12-02 11:14:32', 'false'),
(NULL, '2017-12-02 20:58:32', 'false'),
(NULL, '2017-12-02 19:57:32', 'false'),
(NULL, '2017-12-02 11:44:32', 'false'),
(NULL, '2017-12-02 18:06:32', 'false'),
(NULL, '2017-12-02 19:47:32', 'false'),
(NULL, '2017-12-02 19:57:32', 'true'),
(NULL, '2017-12-02 15:04:32', 'true'),
(NULL, '2017-12-02 18:51:32', 'true'),
(NULL, '2017-12-02 08:19:32', 'true'),
(NULL, '2017-12-02 09:54:32', 'true'),
(NULL, '2017-12-02 09:04:32', 'true'),
(NULL, '2017-12-02 12:42:32', 'true'),
(NULL, '2017-12-02 12:27:32', 'true'),
(NULL, '2017-12-02 18:11:32', 'true'),
(NULL, '2017-12-02 17:56:32', 'true'),
(NULL, '2017-12-02 15:33:32', 'true'),
(NULL, '2017-12-02 14:30:32', 'true'),
(NULL, '2017-12-02 14:22:32', 'true'),
(NULL, '2017-12-02 13:54:32', 'true'),
(NULL, '2017-12-02 12:56:32', 'true'),
(NULL, '2017-12-02 13:29:32', 'true'),
(NULL, '2017-12-02 10:52:32', 'true'),
(NULL, '2017-12-02 12:00:32', 'true'),
(NULL, '2017-12-02 10:51:32', 'true'),
(NULL, '2017-12-02 10:46:32', 'true'),
(NULL, '2017-12-02 15:51:32', 'true'),
(NULL, '2017-12-02 08:13:32', 'true'),
(NULL, '2017-12-02 11:34:32', 'true'),
(NULL, '2017-12-02 17:46:32', 'true'),
(NULL, '2017-12-02 08:55:32', 'true'),
(NULL, '2017-12-02 15:37:32', 'true'),
(NULL, '2017-12-02 11:32:32', 'true'),
(NULL, '2017-12-02 13:04:32', 'true'),
(NULL, '2017-12-03 20:53:32', 'false'),
(NULL, '2017-12-03 13:19:32', 'false'),
(NULL, '2017-12-03 12:43:32', 'false'),
(NULL, '2017-12-03 08:42:32', 'false'),
(NULL, '2017-12-03 10:01:32', 'false'),
(NULL, '2017-12-03 10:27:32', 'false'),
(NULL, '2017-12-03 11:43:32', 'false'),
(NULL, '2017-12-03 10:49:32', 'false'),
(NULL, '2017-12-03 09:46:32', 'false'),
(NULL, '2017-12-03 19:17:32', 'false'),
(NULL, '2017-12-03 11:29:32', 'false'),
(NULL, '2017-12-03 13:17:32', 'false'),
(NULL, '2017-12-03 20:20:32', 'false'),
(NULL, '2017-12-03 15:48:32', 'false'),
(NULL, '2017-12-03 18:49:32', 'false'),
(NULL, '2017-12-03 17:35:32', 'false'),
(NULL, '2017-12-03 12:38:32', 'false'),
(NULL, '2017-12-03 19:44:32', 'false'),
(NULL, '2017-12-03 20:29:32', 'false'),
(NULL, '2017-12-03 18:32:32', 'false'),
(NULL, '2017-12-03 12:54:32', 'false'),
(NULL, '2017-12-03 14:21:32', 'false'),
(NULL, '2017-12-03 17:42:32', 'false'),
(NULL, '2017-12-03 18:00:32', 'false'),
(NULL, '2017-12-03 10:20:32', 'false'),
(NULL, '2017-12-03 15:30:32', 'true'),
(NULL, '2017-12-03 20:22:32', 'true'),
(NULL, '2017-12-03 09:56:32', 'true'),
(NULL, '2017-12-03 15:03:32', 'true'),
(NULL, '2017-12-03 11:10:32', 'true'),
(NULL, '2017-12-03 15:55:32', 'true'),
(NULL, '2017-12-03 17:20:32', 'true'),
(NULL, '2017-12-03 18:13:32', 'true'),
(NULL, '2017-12-03 14:53:32', 'true'),
(NULL, '2017-12-03 09:04:32', 'true'),
(NULL, '2017-12-03 20:15:32', 'true'),
(NULL, '2017-12-03 18:20:32', 'true'),
(NULL, '2017-12-03 19:29:32', 'true'),
(NULL, '2017-12-03 16:24:32', 'true'),
(NULL, '2017-12-03 18:50:32', 'true'),
(NULL, '2017-12-03 15:03:32', 'true'),
(NULL, '2017-12-03 17:02:32', 'true'),
(NULL, '2017-12-03 11:38:32', 'true'),
(NULL, '2017-12-03 16:10:32', 'true'),
(NULL, '2017-12-03 20:50:32', 'true'),
(NULL, '2017-12-03 20:07:32', 'true'),
(NULL, '2017-12-03 09:25:32', 'true'),
(NULL, '2017-12-03 15:59:32', 'true'),
(NULL, '2017-12-03 13:52:32', 'true'),
(NULL, '2017-12-03 16:54:32', 'true'),
(NULL, '2017-12-04 17:35:32', 'false'),
(NULL, '2017-12-04 10:34:32', 'false'),
(NULL, '2017-12-04 20:41:32', 'false'),
(NULL, '2017-12-04 08:53:32', 'false'),
(NULL, '2017-12-04 12:14:32', 'false'),
(NULL, '2017-12-04 17:53:32', 'false'),
(NULL, '2017-12-04 17:47:32', 'false'),
(NULL, '2017-12-04 11:46:32', 'false'),
(NULL, '2017-12-04 13:48:32', 'false'),
(NULL, '2017-12-04 13:10:32', 'false'),
(NULL, '2017-12-04 13:08:32', 'false'),
(NULL, '2017-12-04 09:14:32', 'false'),
(NULL, '2017-12-04 15:47:32', 'false'),
(NULL, '2017-12-04 15:33:32', 'false'),
(NULL, '2017-12-04 11:10:32', 'false'),
(NULL, '2017-12-04 15:41:32', 'false'),
(NULL, '2017-12-04 10:39:32', 'false'),
(NULL, '2017-12-04 10:14:32', 'false'),
(NULL, '2017-12-04 16:29:32', 'false'),
(NULL, '2017-12-04 17:37:32', 'false'),
(NULL, '2017-12-04 09:24:32', 'false'),
(NULL, '2017-12-04 15:42:32', 'false'),
(NULL, '2017-12-04 19:04:32', 'true'),
(NULL, '2017-12-04 16:11:32', 'true'),
(NULL, '2017-12-04 10:25:32', 'true'),
(NULL, '2017-12-04 17:07:32', 'true'),
(NULL, '2017-12-04 09:38:32', 'true'),
(NULL, '2017-12-04 13:11:32', 'true'),
(NULL, '2017-12-04 20:58:32', 'true'),
(NULL, '2017-12-04 19:12:32', 'true'),
(NULL, '2017-12-04 10:59:32', 'true'),
(NULL, '2017-12-04 12:02:32', 'true'),
(NULL, '2017-12-04 13:02:32', 'true'),
(NULL, '2017-12-04 13:42:32', 'true'),
(NULL, '2017-12-04 20:16:32', 'true'),
(NULL, '2017-12-04 11:06:32', 'true'),
(NULL, '2017-12-04 16:35:32', 'true'),
(NULL, '2017-12-04 18:23:32', 'true'),
(NULL, '2017-12-04 10:55:32', 'true'),
(NULL, '2017-12-04 19:51:32', 'true'),
(NULL, '2017-12-04 14:52:32', 'true'),
(NULL, '2017-12-04 18:22:32', 'true'),
(NULL, '2017-12-04 14:09:32', 'true'),
(NULL, '2017-12-04 14:06:32', 'true'),
(NULL, '2017-12-05 11:09:32', 'false'),
(NULL, '2017-12-05 12:12:32', 'false'),
(NULL, '2017-12-05 12:59:32', 'false'),
(NULL, '2017-12-05 08:08:32', 'false'),
(NULL, '2017-12-05 08:29:32', 'false'),
(NULL, '2017-12-05 09:07:32', 'false'),
(NULL, '2017-12-05 14:35:32', 'false'),
(NULL, '2017-12-05 17:19:32', 'false'),
(NULL, '2017-12-05 15:30:32', 'false'),
(NULL, '2017-12-05 10:18:32', 'false'),
(NULL, '2017-12-05 18:22:32', 'false'),
(NULL, '2017-12-05 18:19:32', 'false'),
(NULL, '2017-12-05 18:38:32', 'false'),
(NULL, '2017-12-05 13:24:32', 'false'),
(NULL, '2017-12-05 20:56:32', 'false'),
(NULL, '2017-12-05 09:43:32', 'false'),
(NULL, '2017-12-05 08:53:32', 'false'),
(NULL, '2017-12-05 19:34:32', 'false'),
(NULL, '2017-12-05 14:48:32', 'false'),
(NULL, '2017-12-05 08:18:32', 'false'),
(NULL, '2017-12-05 14:22:32', 'false'),
(NULL, '2017-12-05 17:09:32', 'true'),
(NULL, '2017-12-05 08:31:32', 'true'),
(NULL, '2017-12-05 11:54:32', 'true'),
(NULL, '2017-12-05 08:40:32', 'true'),
(NULL, '2017-12-05 10:43:32', 'true'),
(NULL, '2017-12-05 11:45:32', 'true'),
(NULL, '2017-12-05 19:38:32', 'true'),
(NULL, '2017-12-05 08:36:32', 'true'),
(NULL, '2017-12-05 10:34:32', 'true'),
(NULL, '2017-12-05 17:38:32', 'true'),
(NULL, '2017-12-05 15:11:32', 'true'),
(NULL, '2017-12-05 14:48:32', 'true'),
(NULL, '2017-12-05 08:08:32', 'true'),
(NULL, '2017-12-05 18:04:32', 'true'),
(NULL, '2017-12-05 11:31:32', 'true'),
(NULL, '2017-12-05 08:41:32', 'true'),
(NULL, '2017-12-05 08:54:32', 'true'),
(NULL, '2017-12-05 17:49:32', 'true'),
(NULL, '2017-12-05 19:54:32', 'true'),
(NULL, '2017-12-05 19:23:32', 'true'),
(NULL, '2017-12-05 11:14:32', 'true'),
(NULL, '2017-12-06 18:02:32', 'false'),
(NULL, '2017-12-06 08:41:32', 'false'),
(NULL, '2017-12-06 09:43:32', 'false'),
(NULL, '2017-12-06 18:27:32', 'false'),
(NULL, '2017-12-06 17:35:32', 'false'),
(NULL, '2017-12-06 19:55:32', 'false'),
(NULL, '2017-12-06 12:44:32', 'false'),
(NULL, '2017-12-06 18:41:32', 'false'),
(NULL, '2017-12-06 11:04:32', 'false'),
(NULL, '2017-12-06 19:46:32', 'false'),
(NULL, '2017-12-06 09:49:32', 'false'),
(NULL, '2017-12-06 13:54:32', 'false'),
(NULL, '2017-12-06 09:11:32', 'false'),
(NULL, '2017-12-06 20:15:32', 'false'),
(NULL, '2017-12-06 12:00:32', 'false'),
(NULL, '2017-12-06 19:51:32', 'false'),
(NULL, '2017-12-06 18:02:32', 'false'),
(NULL, '2017-12-06 14:23:32', 'false'),
(NULL, '2017-12-06 16:49:32', 'false'),
(NULL, '2017-12-06 19:50:32', 'false'),
(NULL, '2017-12-06 18:37:32', 'false'),
(NULL, '2017-12-06 13:44:32', 'false'),
(NULL, '2017-12-06 10:44:32', 'false'),
(NULL, '2017-12-06 16:59:32', 'false'),
(NULL, '2017-12-06 14:29:32', 'false'),
(NULL, '2017-12-06 20:49:32', 'false'),
(NULL, '2017-12-06 17:33:32', 'false'),
(NULL, '2017-12-06 15:42:32', 'false'),
(NULL, '2017-12-06 12:05:32', 'false'),
(NULL, '2017-12-06 10:45:32', 'false'),
(NULL, '2017-12-06 18:25:32', 'true'),
(NULL, '2017-12-06 10:25:32', 'true'),
(NULL, '2017-12-06 10:27:32', 'true'),
(NULL, '2017-12-06 14:44:32', 'true'),
(NULL, '2017-12-06 15:21:32', 'true'),
(NULL, '2017-12-06 09:49:32', 'true'),
(NULL, '2017-12-06 10:56:32', 'true'),
(NULL, '2017-12-06 19:28:32', 'true'),
(NULL, '2017-12-06 17:12:32', 'true'),
(NULL, '2017-12-06 20:51:32', 'true'),
(NULL, '2017-12-06 13:47:32', 'true'),
(NULL, '2017-12-06 13:31:32', 'true'),
(NULL, '2017-12-06 10:08:32', 'true'),
(NULL, '2017-12-06 10:01:32', 'true'),
(NULL, '2017-12-06 20:34:32', 'true'),
(NULL, '2017-12-06 13:39:32', 'true'),
(NULL, '2017-12-06 12:51:32', 'true'),
(NULL, '2017-12-06 20:48:32', 'true'),
(NULL, '2017-12-06 12:46:32', 'true'),
(NULL, '2017-12-06 15:05:32', 'true'),
(NULL, '2017-12-06 20:17:32', 'true'),
(NULL, '2017-12-06 18:50:32', 'true'),
(NULL, '2017-12-06 13:23:32', 'true'),
(NULL, '2017-12-06 16:20:32', 'true'),
(NULL, '2017-12-06 20:01:32', 'true'),
(NULL, '2017-12-06 13:55:32', 'true'),
(NULL, '2017-12-06 11:46:32', 'true'),
(NULL, '2017-12-06 15:17:32', 'true'),
(NULL, '2017-12-06 18:24:32', 'true'),
(NULL, '2017-12-06 09:29:32', 'true'),
(NULL, '2017-12-07 09:07:32', 'false'),
(NULL, '2017-12-07 20:53:32', 'false'),
(NULL, '2017-12-07 09:00:32', 'false'),
(NULL, '2017-12-07 20:19:32', 'false'),
(NULL, '2017-12-07 09:04:32', 'false'),
(NULL, '2017-12-07 13:07:32', 'false'),
(NULL, '2017-12-07 11:12:32', 'false'),
(NULL, '2017-12-07 15:05:32', 'false'),
(NULL, '2017-12-07 15:44:32', 'false'),
(NULL, '2017-12-07 14:05:32', 'false'),
(NULL, '2017-12-07 13:42:32', 'false'),
(NULL, '2017-12-07 13:33:32', 'false'),
(NULL, '2017-12-07 17:54:32', 'false'),
(NULL, '2017-12-07 10:34:32', 'false'),
(NULL, '2017-12-07 20:02:32', 'false'),
(NULL, '2017-12-07 10:34:32', 'false'),
(NULL, '2017-12-07 13:24:32', 'false'),
(NULL, '2017-12-07 17:34:32', 'false'),
(NULL, '2017-12-07 14:34:32', 'false'),
(NULL, '2017-12-07 19:14:32', 'false'),
(NULL, '2017-12-07 19:57:32', 'false'),
(NULL, '2017-12-07 17:16:32', 'false'),
(NULL, '2017-12-07 20:52:32', 'false'),
(NULL, '2017-12-07 15:08:32', 'false'),
(NULL, '2017-12-07 20:42:32', 'false'),
(NULL, '2017-12-07 12:04:32', 'false'),
(NULL, '2017-12-07 17:32:32', 'false'),
(NULL, '2017-12-07 13:37:32', 'false'),
(NULL, '2017-12-07 09:20:32', 'false'),
(NULL, '2017-12-07 17:08:32', 'true'),
(NULL, '2017-12-07 14:52:32', 'true'),
